,title,point,link,Show,date,genre,streaming_site,summary
343,The Chronicles of Narnia,"160,200",https://flixpatrol.com//franchise/the-chronicles-of-narnia/,Franchise,2005 – 2010,2005–2010,[],"STARRING
Skandar Keynes, Georgie Henley, Ben Barnes, William Moseley


DIRECTED BY
Andrew Adamson, Michael Apted"
344,Unbroken,"159,700",https://flixpatrol.com//title/unbroken/,Movie,12/25/2014,Biopic,"['itunes', 'netflix']","A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II."
345,Jack Reacher,"158,600",https://flixpatrol.com//franchise/jack-reacher/,Franchise,2012 – 2016,Action,[],"STARRING
Tom Cruise, Richard Jenkins, Rosamund Pike, Cobie Smulders


DIRECTED BY
Edward Zwick, Christopher McQuarrie"
346,Hercule Poirot,"158,300",https://flixpatrol.com//franchise/hercule-poirot/,Franchise,2017 – 2017,Crime,[],"STARRING
Kenneth Branagh, Gal Gadot, Penélope Cruz, Willem Dafoe, Letitia Wright


DIRECTED BY
Kenneth Branagh"
347,Underworld,"158,200",https://flixpatrol.com//franchise/underworld/,Franchise,2006 – 2012,Fantasy,[],"STARRING
Kate Beckinsale, Michael Sheen, Bill Nighy, Tony Curran, Scott Speedman, Rhona Mitra, Stephen Rea


DIRECTED BY
Len Wiseman, Patrick Tatopoulos, Mans Marlind, Björn Stein"
348,Alvin and the Chipmunks,"158,100",https://flixpatrol.com//franchise/alvin-and-the-chipmunks/,Franchise,2007 – 2015,Animated,[],"STARRING
David Cross, Cameron Richardson, Zachary Levi, Jenny Slate


DIRECTED BY
Walt Becker, Mike Mitchell, Tim Hill, Betty Thomas"
349,Wallace & Gromit,"158,100",https://flixpatrol.com//franchise/wallace-gromit/,Franchise,1990 – 2008,Animated,[],The British award winning Plasticine animated short films about the adventures of clumsy absent-minded Wallace and his dog and best friend Gromit.
350,Sleepy Hollow,"153,700",https://flixpatrol.com//title/sleepy-hollow-1999/,Movie,11/18/1999,Horror,"['google', 'itunes', 'netflix']",New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. But the locals believe the culprit to be none other than the ghost of the legendary Headless Horseman.
351,Hannibal Lecter,"153,200",https://flixpatrol.com//franchise/hannibal-lecter/,Franchise,1991 – 2007,Horror,[],"Hannibal Lecter is an American psychological thriller film series, adapted from the Thomas Harris novel of the same name. Hannibal is a sequel to the 1991 Academy Award-winning film The Silence of the Lambs that returns Anthony Hopkins to his iconic role as serial killer Hannibal Lecter. Julianne Moore co-stars, taking over for Jodie Foster in the role of FBI Agent Clarice Starling. Red Dragon prequel stars Edward Norton as FBI agent Will Graham. Original Manhunter and Hannibal Rising sans Hopkins."
352,Maze Runner,"152,800",https://flixpatrol.com//franchise/maze-runner/,Franchise,2014 – 2018,ScienceFiction,[],"The film series consists of science-fiction dystopian action adventure films based on The Maze Runner novels by the American author James Dashner. They begin with Thomas who wakes up trapped in a maze with a group of other boys, he has no memory of the outside world other than dreams about an organization known as W.C.K.D. Only by piecing together fragments of his past with clues he discovers in the maze can Thomas hope to uncover his purpose and a way to escape."
353,Bridget Jones,"152,700",https://flixpatrol.com//franchise/bridget-jones/,Franchise,2001 – 2016,2001–2016,[],"STARRING
Hugh Grant, Renée Zellweger, Colin Firth, Patrick Dempsey


DIRECTED BY
Sharon Maguire, Peter Cattaneo, Beeban Kidron"
354,300,"152,200",https://flixpatrol.com//franchise/300/,Franchise,2006 – 2014,Superhero,[],"STARRING
Lena Headey, Gerard Butler, Eva Green, Dominic West, Sullivan Stapleton


DIRECTED BY
Zack Snyder, Noam Murro"
355,Johnny English,"150,600",https://flixpatrol.com//franchise/johnny-english/,Franchise,2003 – 2018,Comedy,[],"Johnny English is a series of British action comedy films parodying the James Bond secret agent genre. It features Rowan Atkinson as the titular character, based on the screenplay written by Neal Purvis, Robert Wade and William Davies. The series includes three installments. The series is infused with comedy similar to Atkinsons Mr. Bean character, and has grossed $477.8 million worldwide."
356,Ace Ventura,"150,400",https://flixpatrol.com//franchise/ace-ventura/,Franchise,1994 – 1995,Comedy,[],"A comedy film series featuring Ace Ventura, an eccentric Miami-based private detective who specializes in retrieval of tame and captive animals."
357,Stargate,"148,500",https://flixpatrol.com//franchise/stargate/,Franchise,1994 – 1994,ScienceFiction,[],"STARRING
Kurt Russell, James Spader, Alexis Cruz


DIRECTED BY
Roland Emmerich"
358,Charlie's Angels,"147,800",https://flixpatrol.com//franchise/charlies-angels/,Franchise,2000 – 2019,Action,[],"An American media franchise that follows the adventures of the Angels, a team of women working for the Townsend Agency, a private detective agency, under the leadership of Charlie Townsend, their unseen boss. The film series is a continuation of the story with later generations of Angels."
359,How to Train Your Dragon,"147,300",https://flixpatrol.com//franchise/how-to-train-your-dragon/,Franchise,2010 – 2019,Animated,[],"This computer-animated action fantasy film series follows the adventures of a young Viking named Hiccup Horrendous Haddock III, son of Stoick the Vast, leader of the Viking island of Berk. Although initially dismissed as a clumsy and underweight misfit, he soon becomes renowned as a courageous expert in dragons, beginning with Toothless, a member of the rare Night Fury breed as his flying mount and his closest companion. Together with his friends, he manages the villages allied dragon population in defense of his home as leader of a flying corps of dragon riders. Upon becoming leaders of their kind, Hiccup and Toothless are forced to make choices that will truly ensure peace between people and dragons."
360,Spartacus,"146,000",https://flixpatrol.com//title/spartacus-2010/,TV Show,01/22/2010,History,"['google', 'itunes', 'netflix']","Spartacus is an American television series inspired by the historical figure of Spartacus, a Thracian gladiator who from 73 to 71 BCE led a major slave uprising against the Roman Republic departing from Capua."
361,Paddington,"145,600",https://flixpatrol.com//franchise/paddington/,Franchise,2014 – 2017,Adventure,[],"A series of films based on the stories of the character of the same name created by Michael Bond. These follow the eponymous character Paddington, an anthropomorphic bear who migrates from the jungles of Peru."
362,Rush Hour,"144,900",https://flixpatrol.com//franchise/rush-hour/,Franchise,1998 – 2007,Action,[],"STARRING
Chris Tucker, Jackie Chan, Zhang Ziyi, Hiroyuki Sanada, Ken Leung


DIRECTED BY
Brett Ratner"
363,Poltergeist,"144,700",https://flixpatrol.com//franchise/poltergeist/,Franchise,1982 – 2015,Horror,[],"The Poltergeist movies are a trilogy of American horror films distributed by Metro-Goldwyn-Mayer during the 1980s. The films revolve around the members of the Freeling family, who are stalked and terrorized by a group of ancient ghosts that are attracted to the youngest daughter, Carol Anne. The original film was co-written by Steven Spielberg."
364,Exorcist,"144,000",https://flixpatrol.com//franchise/exorcist/,Franchise,1973 – 2016,Horror,[],A horror film series based on the fictional story from William Blattys novel The Exorcist.
365,Riddick,"143,800",https://flixpatrol.com//franchise/riddick/,Franchise,2000 – 2013,ScienceFiction,[],The Chronicles of Riddick is a science fiction action film series which follows the exploits of the antihero Richard B. Riddick.
366,RoboCop,"141,900",https://flixpatrol.com//franchise/robocop/,Franchise,1987 – 2014,ScienceFiction,[],"RoboCop is a 1987 American cyberpunk action film directed by Paul Verhoeven and written by Edward Neumeier and Michael Miner. The film stars Peter Weller, Nancy Allen, Dan OHerlihy, Kurtwood Smith, Miguel Ferrer, and Ronny Cox. Set in a crime-ridden Detroit, Michigan, in the near future, RoboCop centers on police officer Alex Murphy who is brutally shot to death by a gang of criminals and subsequently revived by the megacorporation Omni Consumer Products (OCP) as a superhuman cyborg law enforcer known as RoboCop. Collection includes 2 sequels."
367,Ghost Rider,"141,600",https://flixpatrol.com//franchise/ghost-rider/,Franchise,2007 – 2011,Superhero,[],"STARRING
Nicolas Cage, Ciarán Hinds, Eva Mendes, Wes Bentley, Violante Placido


DIRECTED BY
Mark Steven Johnson, Mark Neveldine, Brian Taylor"
368,Blair Witch,"140,800",https://flixpatrol.com//franchise/blair-witch/,Franchise,1999 – 2016,1999–2016,[],A psychological horror found footage film series about a local legend known as the Blair Witch.
369,The Scorpion King,"140,500",https://flixpatrol.com//franchise/the-scorpion-king/,Franchise,2002 – 2012,Adventure,[],"The Scorpion King collection is a spin-off to The Mummy Returns and follows the story of Mathayus and his rise to become the Scorpion King. The franchise began with the 2002 film The Scorpion King, directed by Chuck Russell and starring Dwayne The Rock Johnson, Kelly Hu, Grant Heslov, and Michael Clarke Duncan."
370,Taken,"140,500",https://flixpatrol.com//franchise/taken/,Franchise,2008 – 2014,Action,[],A French action thriller film series based upon fictional former CIA operative Bryan Mills who is abroad in Europe.
371,Hunger Games,"139,900",https://flixpatrol.com//franchise/hunger-games/,Franchise,2012 – 2015,ScienceFiction,[],"A science fiction film series based on the novel of the same name by Suzanne Collins. The film series takes place in a dystopian post-apocalyptic future in the nation of Panem, featuring the protagonist, Katniss Everdeen."
372,Starship Troopers,"139,400",https://flixpatrol.com//franchise/starship-troopers/,Franchise,1997 – 2012,ScienceFiction,[],"Starship Troopers is a 1997 American military science fiction film and the first of three films released in the  franchise. The story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry, a futuristic military unit. Ricos military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as the Bugs."
373,Clash of the Titans,"139,300",https://flixpatrol.com//franchise/clash-of-the-titans/,Franchise,2010 – 2012,Fantasy,[],"STARRING
Sam Worthington, Ralph Fiennes, Liam Neeson, Gemma Arterton


DIRECTED BY
Louis Leterrier, Jonathan Liebesman"
374,Miss Congeniality,"137,500",https://flixpatrol.com//franchise/miss-congeniality/,Franchise,2000 – 2005,Comedy,[],"STARRING
Sandra Bullock, Benjamin Bratt, Regina King, Enrique Murciano


DIRECTED BY
Donald Petrie, John Pasquin"
375,Now You See Me,"137,300",https://flixpatrol.com//franchise/now-you-see-me/,Franchise,2013 – 2016,Crime,[],Now You See Me is a series of heist thriller films that focus on the actions of a team of illusionists named The Four Horsemen who pull off near impossible heists.
376,Jason Bourne,"136,900",https://flixpatrol.com//franchise/jason-bourne/,Franchise,2002 – 2019,Action,[],"STARRING
Matt Damon, Julia Stiles, Tommy Lee Jones, Scott Glenn, Jeremy Renner, David Strathairn, Chris Cooper


DIRECTED BY
Paul Greengrass, Doug Liman, Tony Gilroy"
377,The Emperor's New Groove,"136,900",https://flixpatrol.com//franchise/the-emperors-new-groove/,Franchise,2000 – 2005,Animated,[],"STARRING
John Goodman, Patrick Warburton, Tracey Ullman, David Spade, Eartha Kitt


DIRECTED BY
Mark Dindal, Saul Blinkoff, Elliot M. Bour, Robin Steele"
378,Life as We Know It,"136,700",https://flixpatrol.com//title/life-as-we-know-it/,Movie,10/08/2010,Romance,"['itunes', 'netflix']","Holly and Eric were set up on a blind date by their friends, Peter and Allison who are married. A few years later after Peter and Allison were killed in an accident, they learn that Peter and Allison have named them as the guardians to their daughter, Sophie. So they move into their house and try their best to honor their friends' wishes. But raising a child puts a crimp on their style and they don't exactly get along."
379,Escape Plan,"136,700",https://flixpatrol.com//franchise/escape-plan/,Franchise,2013 – 2019,Action,[],"The Escape Plan film series are composed of action-thriller movies based on characters created by Miles Chapman and Arnell Jesko. The films are centered on a businessman and skilled structure engineer name Ray Breslin, who is best known for being the worlds greatest escape artist. Breslin also helps design detention centers with the most intense levels of security. The series stars Sylvester Stallone, with a supporting cast including Arnold Schwarzenegger, Dave Bautista and Curtis 50 Cent Jackson as members of Breslins team.  Courtesy Wikipedia®"
380,The Grudge,"136,700",https://flixpatrol.com//franchise/the-grudge/,Franchise,2004 – 2009,Horror,[],"American horror film series released by Sony Pictures based on the Japanese Ju-on series created by Takashi Shimizu. The series focuses on those affected by a curse of a deceased womans violent rage that destroys the lives of everyone who comes in contact with it. Known as The Grudge, this curse causes its victims to become fatally afflicted by it which leads to a new curse being born and passed like a virus to all those who enter the Saeki residence or come in contact with the curse."
381,Conan,"136,700",https://flixpatrol.com//franchise/conan/,Franchise,1982 – 2011,Fantasy,[],"Conan the Barbarian, (also known as Conan the Cimmerian), is one of the key characters in the Swords & Sorcery  Fantasy genres. This collection includes the theatrical releases of the Conan titles."
382,Hellraiser,"136,400",https://flixpatrol.com//franchise/hellraiser/,Franchise,1987 – 2011,Horror,[],"Hellraiser is a British horror film franchise is based on the novella The Hellbound Heart by Clive Barker. The films continually features the Cenobite Pinhead. The series’ storyline focuses on a puzzle box that opens a gateway to the Hell-like realm of the Cenobites, an order of formerly human monsters who harvest human souls to torture in sadomasochistic experiments."
383,Jack Ryan,"136,200",https://flixpatrol.com//franchise/jack-ryan/,Franchise,1990 – 2018,Action,[],"John Patrick Jack Ryan, Sr. is a fictional character created by Tom Clancy who appears in many of his novels and their respective film adaptations."
384,Pet Sematary,"136,000",https://flixpatrol.com//franchise/pet-sematary/,Franchise,1989 – 2019,Horror,[],Film adaptations and extensions of Stephen Kings 1983 novel.  A pet cemetery (formerly a Mi?kmaq burial ground) in Maine allows the dead to reanimate as a murderous shell of their former living selves.
385,Look Who's Talking,"136,000",https://flixpatrol.com//franchise/look-whos-talking/,Franchise,1989 – 1993,1989–1993,[],"Look Whos Talking is a 1989 American romantic comedy film written and directed by Amy Heckerling, and starring John Travolta and Kirstie Alley. Bruce Willis plays the voice of Mollies son, Mikey. The film was successful enough to spawn two sequels: Look Whos Talking Too (1990) and Look Whos Talking Now (1993). John Travolta, Kirstie Alley, and Olympia Dukakis are the only actors to appear in all three films in the series."
386,Cloudy with a Chance of Meatballs,"136,000",https://flixpatrol.com//franchise/cloudy-with-a-chance-of-meatballs/,Franchise,2009 – 2013,Animated,[],"STARRING
Anna Faris, James Caan, Bill Hader, Neil Patrick Harris, Terry Crews


DIRECTED BY
Phil Lord, Christopher Miller, Cody Cameron"
387,Brother Bear,"136,000",https://flixpatrol.com//franchise/brother-bear/,Franchise,2003 – 2006,Animated,[],The Brother Bear collection.
388,The Neverending Story,"136,000",https://flixpatrol.com//franchise/the-neverending-story/,Franchise,1984 – 1994,Fantasy,[],“A boy who needs a friend finds a world that needs a hero in a land beyond imagination!”
389,Horrible Bosses,"136,000",https://flixpatrol.com//franchise/horrible-bosses/,Franchise,2011 – 2014,Comedy,[],"STARRING
Jason Bateman, Charlie Day, Jennifer Aniston, Jason Sudeikis


DIRECTED BY
Sean Anders, Seth Gordon"
390,Wayne's World,"136,000",https://flixpatrol.com//franchise/waynes-world/,Franchise,1992 – 1993,1992–1993,[],"Wayne Campbell and Garth Algar are the hosts of Waynes World, a local Friday late-night cable access program based in Aurora, Illinois, where they ogle pictures of beautiful celebrity women, play air guitar and drums, and interview local people, indirectly making fun of them over the course of the interview."
391,Fockers,"136,000",https://flixpatrol.com//franchise/fockers/,Franchise,2000 – 2010,2000–2010,[],The Meet the Parents films are a series of films involving a man and his in-laws.
392,Austin Powers,"136,000",https://flixpatrol.com//franchise/austin-powers/,Franchise,1997 – 2002,Comedy,[],"STARRING
Mike Myers, Heather Graham, Elizabeth Hurley, Beyoncé


DIRECTED BY
Jay Roach"
393,Lethal Weapon,"136,000",https://flixpatrol.com//franchise/lethal-weapon/,Franchise,1987 – 1998,Action,[],"Lethal Weapon is a buddy cop movie series starring Mel Gibson and Danny Glover. A total of four films have been made since the first one in 1987, and all have been a success at the box-office."
394,The Hunchback of Notre Dame,"136,000",https://flixpatrol.com//franchise/the-hunchback-of-notre-dame/,Franchise,1996 – 2002,Animated,[],Disneys The Hunchback of Notre Dame animated movie collection.
395,Basic Instinct,"136,000",https://flixpatrol.com//franchise/basic-instinct/,Franchise,1992 – 1992,Thriller,[],Basic Instinct Collection
396,Neighbors,"136,000",https://flixpatrol.com//franchise/neighbors/,Franchise,2014 – 2016,2014–2016,[],"A comedy film series that follows a couple, Mac & Kelly Radner, who come into conflict with a fraternity, led by Teddy Sanders that has recently moved in next door. They later come into conflict with a new sorority, led by Shelby that rents next door."
397,Cloverfield,"136,000",https://flixpatrol.com//franchise/cloverfield/,Franchise,2008 – 2018,ScienceFiction,[],"STARRING
Chris O'Dowd, Zhang Ziyi, Odette Annable, John Goodman, Mary Elizabeth Winstead, Lizzy Caplan, Jessica Lucas


DIRECTED BY
Matt Reeves, Dan Trachtenberg, Julius Onah"
398,National Treasure,"136,000",https://flixpatrol.com//franchise/national-treasure/,Franchise,2004 – 2007,Adventure,[],"STARRING
Nicolas Cage, Harvey Keitel, Jon Voight, Sean Bean


DIRECTED BY
Jon Turteltaub"
399,The Magnificent Seven,"136,000",https://flixpatrol.com//franchise/the-magnificent-seven/,Franchise,1960 – 2016,Western,[],The adventures of the Magnificent Seven.
400,Beverly Hills Cop,"136,000",https://flixpatrol.com//franchise/beverly-hills-cop/,Franchise,1984 – 1994,Action,[],"Beverly Hills Cop is a series of action-comedy films starring Eddie Murphy as Axel Foley, a street-smart Detroit cop who travels to Beverly Hills, California to investigate crimes out of his jurisdiction, and help his friends, local detectives Rosewood and Taggart, solve crimes."
401,Silent Hill,"136,000",https://flixpatrol.com//franchise/silent-hill/,Franchise,2006 – 2012,Horror,[],A horror film series adaption of the survival horror video game Silent Hill.
402,Fifty Shades,"136,000",https://flixpatrol.com//franchise/fifty-shades/,Franchise,2015 – 2018,Romance,[],
403,Olympus Has Fallen,"136,000",https://flixpatrol.com//franchise/olympus-has-fallen/,Franchise,2013 – 2019,Action,[],"... Has Fallen is a series of action-thriller films following the adventures of Secret Service Agent Mike Banning, President of the United States Benjamin Asher, and Vice President of the United States Allan Trumbull."
404,"Crouching Tiger, Hidden Dragon","136,000",https://flixpatrol.com//franchise/crouching-tiger-hidden-dragon/,Franchise,2000 – 2016,Action,[],"A martial-arts film series based on wuxia novels by Wang Dulu and features the famed legendary sword of Li Mu Bai, the Green Destiny."
405,Night at the Museum,"136,000",https://flixpatrol.com//franchise/night-at-the-museum/,Franchise,2006 – 2014,Adventure,[],"STARRING
Ben Stiller, Rebel Wilson, Amy Adams, Carla Gugino, Rami Malek, Jake Cherry


DIRECTED BY
Shawn Levy"
406,Planet of the Apes,"136,000",https://flixpatrol.com//franchise/planet-of-the-apes/,Franchise,2011 – 2017,ScienceFiction,[],"Rick Jaffa & Amanda Silvers rebootremake of the Planet of the Apes inspired by news articles on apes raised as humans and advances in genetics. Jaffa conceived an idea for a film about a genetically enhanced chimp raised in a human household. The film series focuses on a chimpanzee, Caesar who when given a substance designed to help the brain repair itself, gains advanced intelligence which leads to an ape uprising."
407,Inspector Gadget,"136,000",https://flixpatrol.com//franchise/inspector-gadget/,Franchise,1999 – 2003,Comedy,[],"STARRING
Matthew Broderick, French Stewart, Rupert Everett, Joely Fisher, Elaine Hendrix, Tony Martin


DIRECTED BY
David Kellogg, Alex Zamm"
408,National Lampoon,"136,000",https://flixpatrol.com//franchise/national-lampoon/,Franchise,1978 – 2015,1978–2015,[],"STARRING
Chevy Chase, Beverly D'Angelo, John Belushi, Samuel L. Jackson, John Candy, Randy Quaid, Ryan Reynolds


DIRECTED BY
David Hillenbrand, Harold Ramis, Walt Becker, John Landis, Amy Heckerling, Jeremiah S. Chechik, Stephen Kessler"
409,Spy Kids,"136,000",https://flixpatrol.com//franchise/spy-kids/,Franchise,2001 – 2011,Adventure,[],"The Spy Kids series is a series of family action adventure films created by Robert Rodriguez. The main plot follows the adventures of two Cortez children who become involved in their parents espionage. The rest of their family are spies as well, including their estranged uncle Machete and maternal grandparents. All four films tend to have a strong Hispanic heritage theme, as Rodriguez is of Mexican descent, though the dialogue is predominately in English. McDonalds released Spy Kids toys in Happy Meals by the time all four films were released."
410,Indiana Jones,"136,000",https://flixpatrol.com//franchise/indiana-jones/,Franchise,1981 – 2008,Adventure,[],"The Adventure films series from the Director George Lucas and Steven Spielberg, starring Harrison Ford as the archaeologist Dr. Henry Walton Indiana Jones, Jr.."
411,Free Willy,"136,000",https://flixpatrol.com//franchise/free-willy/,Franchise,1993 – 2010,1993–2010,[],"STARRING
Jason James Richter, August Schellenberg, Michael Madsen, Lori Petty, Annie Corley, Beau Bridges, Jayne Atkinson


DIRECTED BY
Sam Pillsbury, Dwight H. Little, Simon Wincer, Will Geiger"
412,Dolittle,"136,000",https://flixpatrol.com//franchise/dolittle/,Franchise,1967 – 2020,1967–2020,[],Dr. Dolittle is a family comedy film about a doctor who discovers that he has the ability to talk to (and understand) animals.
413,101 Dalmatians,"136,000",https://flixpatrol.com//franchise/101-dalmatians/,Franchise,1961 – 2003,Animated,[],A live-action remake film series of the animated 1961 Disney film 101 Dalmatians.
414,Alex Cross,"136,000",https://flixpatrol.com//franchise/alex-cross/,Franchise,1997 – 2012,Crime,[],"STARRING
Morgan Freeman, Tyler Perry, Rachel Nichols


DIRECTED BY
Rob Cohen, Gary Fleder, Kevin Fair"
415,Princess Diaries,"136,000",https://flixpatrol.com//franchise/princess-diaries/,Franchise,2001 – 2004,Romance,[],"The Princess Diaries Collection is an American teen romantic comedy sequel, directed by Garry Marshall and written by Gina Wendkos, based on Meg Cabots 2000 novel of the same name. It stars Anne Hathaway (in her film debut) as Mia Thermopolis, a teenager who discovers that she is the heir to the throne of the fictional Kingdom of Genovia, ruled by her grandmother Queen dowager Clarisse Renaldi (Julie Andrews). The sequel was completed with The Princess Diaries 2: Royal Engagement, released in August 2004."
416,Ouija,"136,000",https://flixpatrol.com//franchise/ouija/,Franchise,2014 – 2016,2014–2016,[],"STARRING
Elizabeth Reaser, Henry Thomas, Olivia Cooke, Ana Coto


DIRECTED BY
Stiles White, Mike Flanagan"
417,My Big Fat Greek Wedding,"136,000",https://flixpatrol.com//franchise/my-big-fat-greek-wedding/,Franchise,2002 – 2016,Romance,[],"My Big Fat Greek Wedding is a 2002 Canadian-American romantic comedy film written by and starring Nia Vardalos and directed by Joel Zwick. The sequel, My Big Fat Greek Wedding 2 was released on March 25, 2016."
418,Sister Act,"136,000",https://flixpatrol.com//franchise/sister-act/,Franchise,1992 – 1993,Comedy,[],"Sister Act is a 1992 American comedy film released by Touchstone Pictures. Directed by Emile Ardolino, it features musical arrangements by Marc Shaiman and stars Whoopi Goldberg as a Reno lounge singer who has been put under protective custody in a San Francisco convent and has to pretend to be a nun when a mob boss puts her on his hit list. Also in the cast are Maggie Smith, Kathy Najimy, Wendy Makkena, Mary Wickes, and Harvey Keitel. The film was followed by a 1993 sequel, Sister Act 2: Back in the Habit."
419,Ugly Betty,"135,800",https://flixpatrol.com//title/ugly-betty/,TV Show,09/28/2006,Comedy,[],"Smart but wholesome Betty embraces her unique appearance and independent attitude in the cutthroat world of New York fashion. With the help of her proud yet far-from-glamorous family from Queens, Betty will continue to have big dreams and deal with any obstacle in her own unique style."
420,I Know What You Did Last Summer,"135,000",https://flixpatrol.com//franchise/i-know-what-you-did-last-summer/,Franchise,1997 – 1998,1997–1998,[],"I Know What You Did Last Summer is a 1997 American slasher film based on the 1973 novel of the same name by Lois Duncan. The film stars Jennifer Love Hewitt, Sarah Michelle Gellar, Ryan Phillippe and Freddie Prinze Jr., with Anne Heche and Bridgette Wilson appearing in supporting roles. It centers on four friends who are being stalked by a killer, one year after covering up a car accident in which they were involved. The film was directed by Jim Gillespie, from a screenplay written by Kevin Williamson, writer of Scream. The film was followed by two sequels, I Still Know What You Did Last Summer (1998) and the straight-to-DVD release Ill Always Know What You Did Last Summer (2006). Though the former film sees a continuation of the plotline established in its predecessor, the latter film establishes a new plotline and does not star any cast members from the previous two installments."
421,Weeds,"131,200",https://flixpatrol.com//title/weeds-2005/,TV Show,08/07/2005,Comedy,['itunes'],"Weeds is an American dark comedy-drama series created by Jenji Kohan. The central character is Nancy Botwin, a widowed mother of two boys who begins selling cannabis to support her family after her husband dies suddenly of a heart attack. Over the course of the show, she and her family become increasingly entangled in illegal activities."
422,Magic Mike,"131,000",https://flixpatrol.com//franchise/magic-mike/,Franchise,2012 – 2015,Comedy,[],"STARRING
Channing Tatum, Matthew McConaughey, Joe Manganiello, Matt Bomer, Olivia Munn


DIRECTED BY
Steven Soderbergh, Gregory Jacobs"
423,Pirates of the Caribbean,"130,600",https://flixpatrol.com//franchise/pirates-of-the-caribbean/,Franchise,2003 – 2017,Adventure,[],"A series of fantasy swashbuckler films based on Walt Disneys theme park ride of the same name. The films follow the adventures of Captain Jack Sparrow and take place in a fictional historical setting a world ruled by the British Empire, the East India Trading Company and the Spanish Empire, with pirates representing freedom from the ruling powers."
424,Stuart Little,"130,000",https://flixpatrol.com//franchise/stuart-little/,Franchise,1999 – 2005,Animated,[],The Stuart Little Collection comprises the 3 Stuart Little movies.
425,Pacific Rim,"128,500",https://flixpatrol.com//franchise/pacific-rim/,Franchise,2013 – 2018,ScienceFiction,[],"An American science fiction mecha action film series which follows humanity fighting Kaiju, the giant monsters set on destroying the world."
426,Disclosure,"125,700",https://flixpatrol.com//title/disclosure/,Movie,12/09/1994,Thriller,"['google', 'itunes']","A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life."
427,The Village,"113,400",https://flixpatrol.com//title/the-village/,Movie,07/26/2004,Thriller,['itunes'],"When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever in this atmospheric thriller featuring a star-studded cast."
428,Schindler's List,"110,900",https://flixpatrol.com//title/schindlers-list/,Movie,11/29/1993,Drama,"['google', 'itunes', 'netflix']",The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.
429,Reign,"101,800",https://flixpatrol.com//title/reign/,TV Show,10/17/2013,History,"['itunes', 'netflix']","Mary, Queen of Scots, faces political and sexual intrigue in the treacherous world of the French court."
430,Michael Clayton,"100,800",https://flixpatrol.com//title/michael-clayton/,Movie,10/12/2007,Drama,['itunes'],A law firm brings in its \fixer\ to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.
431,Suspiria,"99,400",https://flixpatrol.com//title/suspiria-2018/,Movie,10/11/2018,Horror,"['prime', 'itunes']","A darkness swirls at the center of a world-renowned dance company, one that will engulf the troupe's artistic director, an ambitious young dancer and a grieving psychotherapist. Some will succumb to the nightmare, others will finally wake up."
432,Aquarius,"97,800",https://flixpatrol.com//title/aquarius-2015/,TV Show,05/28/2015,UnitedStates,[],"In the late 1960s, a Los Angeles police sergeant with a complicated personal life starts tracking a small-time criminal and budding cult leader seeking out vulnerable women to join his “cause.” The name of that man is Charles Manson."
433,Halt and Catch Fire,"88,900",https://flixpatrol.com//title/halt-and-catch-fire/,TV Show,06/01/2014,Drama,['itunes'],"Set in the early 1980s, and about a fictional visionary, an engineer and a prodigy whose innovations confronts the corporate behemoths of the time. Their personal and professional partnership will be challenged by greed and ego while charting the changing culture in Texas' Silicon Prairie."
434,Hannah Arendt,"76,700",https://flixpatrol.com//title/hannah-arendt/,Movie,09/11/2012,Biopic,['itunes'],"Hannah Arendt is a portrait of the genius that shook the world with her discovery of “the banality of evil.” After she attends the Nazi Adolf Eichmann’s trial in Jerusalem, Arendt dares to write about the Holocaust in terms no one has ever heard before. Her work instantly provokes a furious scandal, and Arendt stands strong as she is attacked by friends and foes alike. But as the German-Jewish émigré also struggles to suppress her own painful associations with the past, the film exposes her beguiling blend of arrogance and vulnerability — revealing a soul defined and derailed by exile."
435,Bloodline,"66,800",https://flixpatrol.com//title/bloodline-2015/,TV Show,03/20/2015,Drama,[],"A dramatic thriller that explores the demons lurking beneath the surface of a contemporary American family. The Rayburns are hard-working pillars of their Florida Keys community. But when the black sheep son comes home for the 45th anniversary of his parents' hotel, he threatens to expose the Rayburns' dark secrets and shameful past, pushing his siblings to the limits of family loyalty."
436,Brazil,"62,900",https://flixpatrol.com//title/brazil/,Movie,02/20/1985,ScienceFiction,['itunes'],"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies."
